ID,snippet1,snippet2,harder,reason,_golden
104,"The status of the avant-garde is particularly controversial: many institutions argue that being visionary, forward-looking, cutting-edge, and progressive are crucial to the mission of art in the present, and therefore postmodern art contradicts the value of ""art of our times"". Postmodernism rejects the notion of advancement or progress in art per se, and thus aims to overturn the ""myth of the avant-garde"". Rosalind Krauss was one of the important enunciators of the view that avant-gardism was over, and that the new artistic era is post-liberal and post-progress.","They fit perfectly, and blue was Denisha’s favorite color. She wanted to thank the sender. She asked her mother and sister if they had mailed the package, but they both said no.",1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
105,He searched under tables and behind chairs. He looked in closets and under the beds. He didn’t see the scarf anywhere.,"One characteristic of postmodern art is its conflation of high and low culture through the use of industrial materials and pop culture imagery. The use of low forms of art were a part of modernist experimentation as well, as documented in Kirk Varnedoe and Adam Gopnik's 1990–91 show High and Low: Popular Culture and Modern Art at New York's Museum of Modern Art, an exhibition that was universally panned at the time as the only event that could bring Douglas Crimp and Hilton Kramer together in a chorus of scorn.  Postmodern art is noted for the way in which it blurs the distinctions between what is perceived as fine or high art and what is generally seen as low or kitsch art.",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
106,"Dadaism can be viewed as part of the modernist propensity to challenge established styles and forms, along with Surrealism, Futurism and Abstract Expressionism. From a chronological point of view Dada is located solidly within modernism, however a number of critics have held that it anticipates postmodernism, while others, such as Ihab Hassan and Steven Connor, consider it a possible changeover point between modernism and postmodernism.  For example, according to McEvilly, postmodernism begins with the realization that one no longer believes in the myth of progress, and that Duchamp sensed this in 1914 when he changed his modernist practice to a postmodernist one, ""abjuring aesthetic delectation, transcendent ambition, and tour de force demonstrations of formal agility in favor of aesthetic indifference, acknowledgement of the ordinary world, and the found object or readymade.""","Many newborn rattlesnakes do not survive their first year of life. A baby rattlesnake is only about 10 inches long. Although they have short fangs and a poisonous bite, they are often eaten by birds and animals.",1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
107,The adult rattlesnakes do not raise their young. The young snakes are entirely on their own. Many die of hunger.," In Being and Nothingness, Sartre utilizes transcendence to describe the relation of the self to the object oriented world, as well as our concrete relations with others. For Sartre, the for-itself is sometimes called a transcendence. Additionally if the other is viewed strictly as an object, much like any other object, then the other is, for the for-itself, a transcendence-transcended. ",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
108,"The salient element here is that space and time, rather than being real things-in-themselves or empirically mediated appearances (German: Erscheinungen), are the very forms of intuition (German:Anschauung) by which we must perceive objects. They are hence neither to be considered properties that we may attribute to objects in perceiving them, nor substantial entities of themselves. They are in that sense subjective, yet necessary, preconditions of any given object insofar as this object is an appearance and not a thing-in-itself. ","When she was little, Andrea lived near the Kennedy Space Center. Her mother always took her there to watch the rockets launch. As Andrea grew up, she realized that she wanted to do more than just watch rocket launches.",1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
109,At last we arrived at the ocean cottage. My brother and I were too excited to look around the house. We ran out to explore the shore.,"Transcendental is the philosophy that makes us aware of the fact that the first and essential laws of this world that are presented to us are rooted in our brain and are therefore known a priori. It is called transcendental because it goes beyond the whole given phantasmagoria to the origin thereof. Therefore, as I have said, only the Critique of Pure Reason and generally the critical (that is to say, Kantian) philosophy are transcendental.",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
110,"Hegel's principal achievement is his development of a distinctive articulation of idealism sometimes termed ""absolute idealism,"" in which the dualisms of, for instance, mind and nature and subject and object are overcome. His philosophy of spirit conceptually integrates psychology, the state, history, art, religion, and philosophy. His account of the master–slave dialectic has been highly influential, especially in 20th-century France.",My brother and I were so excited about seeing the seal that we had a hard time falling asleep that night. The next morning we ran to find the seal again. It was gone!,1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
111,"Evangeline didn’t look up from her book when the new student said hello. The book was called Adventures with Reptiles. She’d already read it twice, but she just couldn’t put it down.","In his discussion of ""Spirit"" in his Encyclopedia, Hegel praises Aristotle's On the Soul as ""by far the most admirable, perhaps even the sole, work of philosophical value on this topic."" In his Phenomenology of Spirit and his Science of Logic, Hegel's concern with Kantian topics such as freedom and morality, and with their ontological implications, is pervasive. Rather than simply rejecting Kant's dualism of freedom versus nature, Hegel aims to subsume it within ""true infinity,"" the ""Concept"" (or ""Notion:"" Begriff), ""Spirit,"" and ""ethical life"" in such a way that the Kantian duality is rendered intelligible, rather than remaining a brute ""given.""",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
112,"In this way, Hegel intends to defend the germ of truth in Kantian dualism against reductive or eliminative programs like those of materialism and empiricism. Like Plato, with his dualism of soul versus bodily appetites, Kant pursues the mind's ability to question its felt inclinations or appetites and to come up with a standard of ""duty"" (or, in Plato's case, ""good"") which transcends bodily restrictiveness. Hegel preserves this essential Platonic and Kantian concern in the form of infinity going beyond the finite (a process that Hegel in fact relates to ""freedom"" and the ""ought""), the universal going beyond the particular (in the Concept), and Spirit going beyond Nature.","Squirrels did not always have big, bushy tails. Once upon a time, they had long, pointed tails, which did nothing to help them balance high up in the trees. Squirrels had to move slowly and were always afraid of falling.",1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
113,"Stepping off the curb to cross the avenue, Yoko wondered what her dream meant. Suddenly she heard a blaring horn and the screech of brakes. Yoko looked to her left and saw the school bus.","Hegel made the distinction between civil society and state in his Elements of the Philosophy of Right. In this work, civil society (Hegel used the term ""bürgerliche Gesellschaft"" though it is now referred to as Zivilgesellschaft in German to emphasize a more inclusive community) was a stage in the dialectical relationship that occurs between Hegel's perceived opposites, the macro-community of the stateand the micro-community of the family.   Broadly speaking, the term was split, like Hegel's followers, to the political left and right. ",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
114,"The universe as becoming is therefore a combination of being and non-being. The particular is never complete in itself but to find completion is continually transformed into more comprehensive, complex, self-relating particulars. The essential nature of being-for-itself is that it is free ""in itself;"" that is, it does not depend on anything else, such as matter, for its being.","The Plains Indians lived in North America before the Europeans came. Since they had no horses, the Plains Indians traveled on foot. To hunt buffalo, they would surround a herd and shoot the buffalo with bows and arrows.",1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
115,"Hail is small, round pieces of ice that fall to the ground like a shower of rain. Hail often falls in warm weather, even though it is frozen. There are snowflakes in clouds during thunderstorms.","A key focus of Schopenhauer was his investigation of individual motivation. Before Schopenhauer, Hegel had popularized the concept of Zeitgeist, the idea that society consisted of a collective consciousness which moved in a distinct direction, dictating the actions of its members. Schopenhauer, a reader of both Kant and Hegel, criticized their logical optimism and the belief that individual morality could be determined by society and reason.",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
116,"For Schopenhauer, human desire was futile, illogical, directionless, and, by extension, so was all human action in the world. He wrote ""Man can indeed do what he wants, but he cannot will what he wants"". In this sense, he adhered to the Fichtean principle of idealism: ""the world is for a subject"". ","The snowflakes that fall melt in the warm air before they land on the ground. In some thunderstorms, raindrops stick to the snowflakes in the clouds and freeze. The frozen raindrop becomes a small ball of hail.",1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
117,"As the small piece of hail begins to fall, air currents push it back up into the clouds. The hail falls through the clouds again. More rain attaches to the hail, and the hail gets bigger.","For Schopenhauer, human desiring, ""willing,"" and craving cause suffering or pain. A temporary way to escape this pain is through aesthetic contemplation (a method comparable to Zapffe's ""Sublimation""). Aesthetic contemplation allows one to escape this pain—albeit temporarily—because it stops one perceiving the world as mere presentation. Instead, one no longer perceives the world as an object of perception (therefore as subject to the Principle of Sufficient Grounds; time, space and causality) from which one is separated; rather one becomes one with that perception: ""one can thus no longer separate the perceiver from the perception"" (The World as Will and Representation, section 34).",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
118,"In fact, it seems to me that the logical method is in this way reduced to an absurdity. But it is precisely through the controversies over this, together with the futile attempts to demonstrate thedirectly certain as merely indirectly certain, that the independence and clearness of intuitive evidence appear in contrast with the uselessness and difficulty of logical proof, a contrast as instructive as it is amusing. The direct certainty will not be admitted here, just because it is no merely logical certainty following from the concept, and thus resting solely on the relation of predicate to subject, according to the principle of contradiction. ","At a certain point, the hail is too heavy to be pushed back up. It leaves the cloud and falls to the ground. Hail doesn’t melt on its way down.",1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
119,"On the day of the trip, the family drove to the airport. They stood in line and went through security. Finally they boarded the airplane and took off for Mexico.","Schopenhauer's identification of the Kantian noumenon (i.e., the actually existing entity) with what he termed ""will"" deserves some explanation. The noumenon was what Kant called the Ding an sich (the Thing in Itself), the reality that is the foundation of our sensory and mental representations of an external world. In Kantian terms, those sensory and mental representations are mere phenomena.",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
120,"Schopenhauer departed from Kant in his description of the relationship between the phenomenon and the noumenon. According to Kant, things-in-themselves ground the phenomenal representations in our minds; Schopenhauer, on the other hand, believed phenomena and noumena to be two different sides of the same coin. Noumena do not cause phenomena, but rather phenomena are simply the way by which our minds perceive the noumena, according to the principle of sufficient reason.","Dolphins and sharks both live in the ocean, but they are different in many ways. Dolphins are not fish, but warm-blooded mammals. Dolphins have lungs and come up to the surface to breathe.",1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
121,Erik thought about the oldest part of a house. “The basement! It’s the first part that’s built.” He rushed to the basement door and looked at the lock. It was different from a normal lock.,"Schopenhauer's second major departure from Kant's epistemology concerns the body. Kant's philosophy was formulated as a response to the radical philosophical skepticism of David Hume, who claimed that causality could not be observed empirically. Schopenhauer begins by arguing that Kant's demarcation between external objects, knowable only as phenomena, and the Thing in Itself of noumenon, contains a significant omission.",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
122,"When Schopenhauer identifies the noumenon with the desires, needs, and impulses in us that we name ""will,"" what he is saying is that we participate in the reality of an otherwise unachievable world outside the mind through will. We cannot prove that our mental picture of an outside world corresponds with a reality by reasoning; through will, we know – without thinking – that the world can stimulate us. We suffer fear, or desire: these states arise involuntarily; they arise prior to reflection; they arise even when the conscious mind would prefer to hold them at bay. ","Inside your nose, there are hundreds of tiny hairs. These hairs filter the air you breathe. Sometimes dust and pollen find their way through these hairs and bother your nasal passages.",1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
123,"Your brain, lungs, nose, mouth, and the muscles of your upper body work together to blow away the invaders with a sneeze. When you sneeze, germs from your nose get blown into the air. Using a tissue or “sneezing into your sleeve” captures most of these germs.","Wittgenstein also ponders the possibility of a language that talks about those things that are known only to the user, whose content is inherently private. The usual example is that of a language in which one names one's sensations and other subjective experiences, such that the meaning of the term is decided by the individual alone. For example, the individual names a particular sensation, on some occasion, 'S', and intends to use that word to refer to that sensation.",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
124,"What proposition 6. really says is that any logical sentence can be derived from a series of NOR operations on the totality of atomic propositions. This is in fact a well-known logical theorem produced byHenry M. Sheffer, of which Wittgenstein makes use. Sheffer's result was, however, restricted to the propositional calculus, and so, of limited significance. ",Do you ever sneeze when you walk into bright sunlight? Some people say that happens to them often. Scientists believe the UV rays of the sun irritate the nose lining of these people so they sneeze.,1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
125,"Stink bugs range from 6 to 12 mm in size and come in various colors. Most are brown, grey and green. Some, like the harlequin stink bug, are black with bright yellow or orange markings.","The subsidiaries of 6. contain more philosophical reflections on logic, connecting to ideas of knowledge, thought, and the a priori and transcendental. The final passages argue that logic and mathematics express only tautologies and are transcendental, i.e. they lie outside of the metaphysical subject’s world. In turn, a logically ""ideal"" language cannot supply meaning, it can only reflect the world, and so, sentences in a logical language cannot remain meaningful if they are not merely reflections of the facts.",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
126,"By objects, Wittgenstein did not mean physical objects in the world, but the absolute base of logical analysis, that can be combined but not divided. According to Wittgenstein's logico-atomistic metaphysical system, objects each have a ""nature,"" which is their capacity to combine with other objects. When combined, objects form ""states of affairs.""",,1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
127,Not all insects are as protective of their young as the ‘parent bug.’ She will still protect her young even when they’re old enough to be on their own. When the young wander off they secrete a scent trail.,"Keynes in his A Treatise on Probability (1921) argued against the subjective approach in epistemic probabilities. For Keynes, subjectivity of probabilities doesn't matter as much, as for him there is an objective relationship between knowledge and probabilities, as knowledge is disembodied and not personal.  Ramsey in his article disagrees with Keynes's approach as for him there is a difference between the notions of probability in physics and in logic.",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
128,"The second approach to the problem took as its base the notion of class, and defines a set as a class which belongs to other classes, while aproper class is defined as a class which does not belong to other classes. Under the Zermelo–Fraenkel approach, the axioms impede the construction of a set of all sets which do not belong to themselves. In contrast, under the von Neumann approach, the class of all sets which do not belong to themselves can be constructed, but it is a proper class and not a set.","Most scientists believe flightless birds had ancestors that did fly. However, over time they developed alternatives to flying. Penguins, with wings more like flippers, are fast swimmers.",1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
129,"What is the largest living flightless bird? If you said ostrich, you're right. In fact, the ostrich is the largest living bird, flightless or not.","With this contribution of von Neumann, the axiomatic system of the theory of sets became fully satisfactory, and the next question was whether or not it was also definitive, and not subject to improvement. A strongly negative answer arrived in September 1930 at the historic mathematical Congress of Königsberg, in which Kurt Gödel announced his first theorem of incompleteness: the usual axiomatic systems are incomplete, in the sense that they cannot prove every truth which is expressible in their language. This result was sufficiently innovative as to confound the majority of mathematicians of the time.",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
130,"Thus there will always be at least one true but unprovable statement. That is, for any computably enumerable set of axioms for arithmetic (that is, a set that can in principle be printed out by an idealized computer with unlimited resources), there is a formula that is true of arithmetic, but which is not provable in that system. To make this precise, however, Gödel needed to produce a method to encode (as natural numbers) statements, proofs, and the concept of provability; he did this using a process known as Godel numbering.","But ostriches live in Africa, where lions, leopards, cheetahs and hyenas live, so how do they survive? Well, ostriches can run over 40 miles an hour, faster than any other bird and most other animals, as well. They also have long, sharp claws on feet that kick with tremendous strength.",1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
131,"Perhaps one of the more unusual-looking flightless birds was the Dodo bird. The dodo lived on the island of Mauritius, off the coast of Africa. It was discovered in the year 1602.","One of Frege's stated purposes was to isolate genuinely logical principles of inference, so that in the proper representation of mathematical proof, one would at no point appeal to ""intuition"". If there was an intuitive element, it was to be isolated and represented separately as an axiom: from there on, the proof was to be purely logical and without gaps. Having exhibited this possibility, Frege's larger purpose was to defend the view that arithmetic is a branch of logic, a view known as logicism: unlike geometry, arithmetic was to be shown to have no basis in ""intuition"", and no need for non-logical axioms. ",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
132,"The logical-positivist principle that there are not any specifically philosophical facts and that the object of philosophy is the logical clarification of thoughts. This may be contrasted with the traditional foundationalism, which considers philosophy to be a special science (i.e. the discipline of knowledge) that investigates the fundamental reasons and principles of everything. Consequently, many analytic philosophers have considered their inquiries as continuous with, or subordinate to, those of the natural sciences. ","Even though they cannot fly, all flightless birds do have feathers. In fact, some have feathers all over their body. While other birds soar through the air, flightless birds thrive by walking, running, and even swimming.",1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
133,"Second, boa young hatch inside their mother and are born live. This is unusual because most other reptiles hatch from eggs. Pythons, on the other hand, do lay eggs.","Since its beginning, a basic principle of analytic philosophy has been conceptual clarity, in the name of which Moore and Russell rejected Hegelianism, which they accused of obscurity. Inspired by developments of modern logic, the early Russell claimed that the problems of philosophy can be solved by showing the simple constituents of complex notions.  An important aspect of British idealism was logical holism—- the opinion that the aspects of the world cannot be known wholly without also knowing the whole world.",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
134,"From about 1910 to 1930, analytic philosophers like Russell and Ludwig Wittgenstein emphasized creating an ideal language for philosophical analysis, which would be free from the ambiguities of ordinary language that, in their opinion, often made philosophy invalid. This philosophical trend can be termed ""ideal-language analysis"" or ""formalism"". During this phase, Russell and Wittgenstein sought to understand language, and hence philosophical problems, by using formal logic to formalize the way in which philosophical statements are made.","Did you know that the invention of chewing gum was an accident? People have been chewing gum-like substances since the early times. Some were made from thickened resin, a substance that comes from plants.",1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
135,"If a porcupine is attacked, its quills act as protection. You may have heard rumors that porcupines can shoot their quills at attackers. This isn’t true.","Motivated by the logical positivists' interest in verificationism, logical behaviorism was the most prominent theory of mind of analytic philosophy for the first half of the twentieth century.  Behaviorists tended to opine either that statements about the mind were equivalent to statements about behavior and dispositions to behave in particular ways or that mental states were directly equivalent to behavior and dispositions to behave. Behaviorism later became much less popular, in favor of type physicalism or functionalism, theories that identified mental states with brain states. ",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
136,"Cognitivism encompasses all forms of moral realism, but cognitivism can also agree with ethical irrealism or anti-realism. Aside from the subjectivist branch of cognitivism, some cognitive irrealist theories accept that ethical sentences can be objectively true or false, even if there exist no natural, physical or in any way real (or worldly"") entities or objects to make them true or false.  There are a number of ways of construing how a proposition can be objectively true without corresponding to the world.","This creates a rattling sound as a warning sign, telling other animals or even humans to back off. But the sound isn’t the only warning. When a porcupine raises its quills like this, it produces an odor.",1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
137,In the deserts of North Africa and Saudi Arabia lives the smallest of all foxes with the largest of ears. This animal is the fennec fox. Fennec foxes have ears that are 5 to 6 inches long.,"Ayer agrees with subjectivists in saying that ethical statements are necessarily related to individual attitudes, but he says they lack truth value because they cannot be properly understood as propositionsabout those attitudes; Ayer thinks ethical sentences are expressions, not assertions, of approval. While an assertion of approval may always be accompanied by an expression of approval, expressions can be made without making assertions; Ayer's example is boredom, which can be expressed through the stated assertion ""I am bored"" or through non-assertions including tone of voice, body language, and various other verbal statements. ",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
138,"Normative moral relativists believe not only the meta-ethical thesis, but that it has normative implications on what we ought to do. They argue that meta-ethical relativism implies that we ought to tolerate the behavior of others even when it runs counter to our personal or cultural moral standards. Most philosophers do not agree, partially because of the challenges of arriving at an ""ought"" from relativistic premises.","The cream coloration of fennec foxes help them blend into their desert habitat. Still, they have to watch out for predators. These include caracals (a type of wild cat), jackals, eagle owls, hyenas and humans.",1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
139,"Fennec foxes live in small communities of burrows or dens. They spend most of the day sleeping in their dens, out of the hot sun. Then, when night comes, out they come in search of food.","This aesthetic sense does not come automatically to all people with perfect vision and hearing, so it is fair to describe it as something extra, something not wholly reducible to vision and hearing. As the aesthetic sense informs us about what is beautiful, we can analogically understand the moral sense as informing us of what is good. People with a functioning moral sense get a clear impression of wrongness when they see (or perhaps even imagine) someone being mugged, for example.",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
140,"If we grasp Being, we will clarify the meaning of being, or ""sense"" of being (""Sinn des Seins""), where by ""sense"" Heidegger means that ""in terms of which something becomes intelligible as something."" According to Heidegger, as this sense of being precedes any notions of how or in what manner any particular being or beings exist, it is pre-conceptual, non-propositional, and hence pre-scientific. Thus, in Heidegger's view, fundamental ontology would be an explanation of the understanding preceding any other way of knowing, such as the use of logic, theory, specific ontology  or act of reflective thought.","To stay warm, polar bears have two layers of fur. The hairs of the outer coat are hollow, increasing their insulating ability. They also have a thick, warm coat of fur below the outer coat.",1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
141,"Polar bears are well adapted for swimming to ice floes in search of their favorite food - seals. They use their partially webbed front feet to paddle, while steering with their back feet. They have a more elongated body and head than other bears.","The existential and ontological constitution of the totality of Dasein is grounded in temporality. Accordingly, a primordial mode of temporalizing of ecstatic temporality itself must make the ecstatic project of being in general possible. How is this mode of temporalizing of temporality to be interpreted? ",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
142,"The total understanding of being results from an explication of the implicit knowledge of being that inheres in Dasein. Philosophy thus becomes a form of interpretation, but since there is no external reference point outside being from which to begin this interpretation, the question becomes to know in which way to proceed with this interpretation. This is the problem of the ""hermeneutic circle,"" and the necessity for the interpretation of the meaning of being to proceed in stages: this is why Heidegger's technique in Being and Time is sometimes referred to as hermeneutical phenomenology.","The oldest corn ever discovered, was found in a New Mexico rock formation called “the Bat Cave.” These ears of corn ranging from smaller than a penny to about 10cm long, are thought to be approximately, 5600 years old. Kernels of corn have also been found in tombs in Peru and some still pop after 1000 years.",1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
143,"So being the electronics whiz that he was, Percy Spencer had an idea and immediately sent for some popcorn. This time he placed the popcorn kernels near the tube and soon history was made. The kernels popped and he went on to create the first microwave oven.","The Stoics provided a unified account of the world, consisting of formal logic, monistic physics and naturalistic ethics. Of these, they emphasized ethics as the main focus of human knowledge, though their logical theories were of more interest for later philosophers.  Stoicism teaches the development of self-control and fortitude as a means of overcoming destructive emotions; the philosophy holds that becoming a clear and unbiased thinker allows one to understand the universal reason (logos). ",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
144,"A shear stress is defined as the component of stress coplanar with a material cross section. Shear stress arises from the force vector component parallel to the cross section. Normal stress, on the other hand, arises from the force vector component perpendicular to the material cross section on which it acts.",Mount Everest is the tallest mountain on Earth. Its peak is located on the border between Nepal and Tibet in China. It is part of the great Himalayan Mountain range.,1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
145,"For many years, climbers tried and failed to reach the summit of Mount Everest. In 1953, the British put everything they had into giving it one more try. They hoped that their climbers would reach the top in time for the coronation of Queen Elizabeth.","Some structures have sub-components that are monocoques, but which form part of a composite frame structure. Alternative structures to ""true"" monocoques include: trusses, unibodies, inflatable shellsand semi-monocoque or stressed skin. The semi-monocoque is a hybrid combining a tensile shell and compressive structure made up of longerons and ribs or frames.",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
146,"The shear modulus is concerned with the deformation of a solid when it experiences a force parallel to one of its surfaces while its opposite face experiences an opposing force (such as friction). In the case of an object that's shaped like a rectangular prism, it will deform into a parallelepiped. Anisotropic materials such aswood, paper and also essentially all single crystals exhibit differing material response to stress or strain when tested in different directions.",One of the coolest things about the sport of running is that you don’t need expensive equipment. All you need is a good pair of running shoes and a safe environment. But just because you don’t need much equipment don’t be fooled into thinking the sport of running is easy.,1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
147,"How do you get involved in the sport if you don’t know much about it? Most schools offer crosscountry and track programs, but there are also running clubs open to all ages. A simple Internet search can help you find some in your area.","Hematite, also spelled as haematite, is the mineral form of iron(III) oxide, one of several iron oxides. Hematite crystallizes in the rhombohedral lattice system, and it has the same crystal structure as ilmenite and corundum. Hematite and ilmenite form a complete solid solution at temperatures above 950 degrees.",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
148,"Phase transitions occur when the thermodynamic free energy of a system is non-analytic for some choice of thermodynamic variables (cf. phases). This condition generally stems from the interactions of a large number of particles in a system, and does not appear in systems that are too small. It is important to note that phase transitions can occur and are defined for non-thermodynamic systems, where temperature is not a parameter. ","Runners have great respect for each other because they know how difficult the sport can be. If you go to a race, you’ll see people cheering for all the runners, from the first place finisher to the last place finisher. Running isn’t always about how fast you are or how far you’re going.",1,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
149,"Some people are afraid of bugs such as spiders or beetles. But there is one bug that just about everybody likes—pill bugs. If you ever pick one up, you know why its nickname is “roly-poly.”","Since first-law energy is always conserved, it is evident that free energy is an expendable, second-lawkind of energy that can perform work within finite amounts of time. Several free energy functions may be formulated based on system criteria. Free energy functions are Legendre transformations of the internal energy.",2,"This answer is correct because the ""harder"" passage has some combination of: longer sentences, less familiar terms, more complicated grammar and generally requires a greater level of education to appreciate its point.",TRUE
