ID,snippet1,snippet2,harder,reason,docID1,docID2,_golden
1023,"The causes which produced this large excess of expenditure over revenue were the restoration of service in the late insurgent States and the putting into operation of new service established by acts of Congress, which amounted within the last two years and a half to about 48,700 miles�""equal to more than one-third of the whole amount of the service at the close of the war.  New postal conventions with Great Britain, North Germany, Belgium, the Netherlands, Switzerland, and Italy, respectively, have been carried into effect.  Under their provisions important improvements have resulted in reduced rates of international postage and enlarged mail facilities with European countries.","The people and Government of the United States entertain the same warm feelings and sympathies for the people of Cuba in their pending struggle that they manifested throughout the previous struggles between Spain and her former colonies in behalf of the latter.  But the contest has at no time assumed the conditions which amount to a war in the sense of international law, or which would show the existence of a de facto political organization of the insurgents sufficient to justify a recognition of belligerency.  The principle is maintained, however, that this nation is its own judge when to accord the rights of belligerency, either to a people struggling to free themselves from a government they believe to be oppressive or to independent nations at war with each other.",,,80,81,
1024,"I have invited his attention to the importance of establishing, now while it seems easy and practicable, a fair and equal regulation of the vast fisheries belonging to the two nations in the waters of the North Pacific Ocean.  The two treaties between the United States and Italy for the regulation of consular powers and the extradition of criminals, negotiated and ratified here during the last session of Congress, have been accepted and confirmed by the Italian Government.  A liberal consular convention which has been negotiated with Belgium will be submitted to the Senate.","Messages and Papers of the Presidents, Ulysses S.  Grant, vol. 6, p.3995  I would respectfully call your attention to the recommendation of the Secretary of the Interior for uniting the duties of supervising the education of freedmen with the other duties devolving upon the Commissioner of Education.",,,80,81,
1025,"The three years' struggle that followed largely increased the national obligations, and in 1816 they had attained the sum of $127,000,000.  Wise and economical legislation, however, enabled the Government to pay the entire amount within a period of twenty years, and the extinguishment of the national debt filled the land with rejoicing and was one of the great events of President Jackson's Administration.  After its redemption a large fund remained in the Treasury, which was deposited for safe-keeping with the several States. on condition that it should be returned when required by the public wants.","No appropriation having been made by Congress for this purpose, it is now asked that one be made covering the past and future expenses of the commission.  The good offices of the United States to bring about a peace between Spain and the South American Republics with which she is at war having been accepted by Spain, Peru, and Chile, a congress has been invited to be held in Washington during the present winter.  A grant has been given to Europeans of an exclusive right of transit over the territory of Nicaragua, to which Costa Rico has given its assent, which, it is alleged, conflicts with vested rights of citizens of the United States.",,,80,81,
1026,"Reform in the management of Indian affairs has received the special attention of the Administration from its inauguration to the present day.  The experiment of making it a missionary work was tried with a few agencies given to the denomination of Friends, and has been found to work most advantageously.  All agencies and superintendencies not so disposed of were given to officers of the Army.","Spain and the Republics of Peru, Bolivia, and Ecuador have expressed their willingness to accept the mediation of the United States for terminating the war upon the South Pacific coast.  Chile has not finally declared upon the question.  In the meantime the conflict has practically exhausted itself, since no belligerent or hostile movement has been made by either party during the last two years, and there are no indications of a present purpose to resume hostilities on either side.",,,82,80,
1027,"It has been performed to the entire satisfaction of this Government, and, as I am officially informed, equally so to the satisfaction of the Government of North Germany.  As soon as I learned that a republic had been proclaimed at Paris and that the people of France had acquiesced in the change, the minister of the United States was directed by telegraph to recognize it and to tender my congratulations and those of the people of the United States.  The reestablishment in France of a system of government disconnected with the dynastic traditions of Europe appeared to be a proper subject for the felicitations of Americans.","No practical regulation concerning colonial trade and the fisheries can be accomplished by treaty between the United States and Great Britain until Congress shall have expressed their judgment concerning the principles involved.  Three other questions, however, between the United States and Great Britain remain open for adjustment.  These are the mutual rights of naturalized citizens, the boundary question involving the title to the island of San Juan, on the Pacific coast, and mutual claims arising since the year 1853 of the citizens and subjects of the two countries for injuries and depredations committed under the authority of their respective Governments.",,,82,80,
1028,"Our representatives to all these Governments have exerted their influence to encourage trade between the United States and the countries to which they are accredited.  But the fact exists that the carrying is done almost entirely in foreign bottoms, and while this state of affairs exists we can not control our due share of the commerce of the world; that between the Pacific States and China and Japan is about all the carrying trade now conducted in American vessels.  I would recommend a liberal policy toward that line of American steamers�""one that will insure its success, and even increased usefulness.","The diplomatic agents and naval officers of the United States who were present in those countries at the time of those disasters furnished all the relief in their power to the sufferers, and were promptly rewarded with grateful and touching acknowledgments by the Congress of Peru.  An appeal to the charity of our fellow-citizens has been answered by much liberality.  In this connection I submit an appeal which has been made by the Swiss Republic, whose Government and institutions are kindred to our own, in behalf of its inhabitants, who are suffering extreme destitution, produced by recent devastating inundations.",,,82,80,
1029,"The expenses since the commencement of this fiscal year�""i.e., since July 1�""show for the five months a decrease of over $2,400,000 from those of the corresponding months last year.  The estimates for the current year were $28,205,671.37.  Those for next year are $20,683,317, with $955,100 additional for necessary permanent improvements.","No practical regulation concerning colonial trade and the fisheries can be accomplished by treaty between the United States and Great Britain until Congress shall have expressed their judgment concerning the principles involved.  Three other questions, however, between the United States and Great Britain remain open for adjustment.  These are the mutual rights of naturalized citizens, the boundary question involving the title to the island of San Juan, on the Pacific coast, and mutual claims arising since the year 1853 of the citizens and subjects of the two countries for injuries and depredations committed under the authority of their respective Governments.",,,82,80,
1030,"Representations of injuries resulting to several persons claiming to be citizens of the United States by reason of such violations were made to the Spanish Government.  From April, 1869, to June last the Spanish minister at Washington had been clothed with a limited power to aid in redressing such wrongs.  That power was found to be withdrawn, ""in view,"" as it was said, ""of the favorable situation in which the island of Cuba"" then ""was,"" which, however, did not lead to a revocation or suspension of the extraordinary and arbitrary functions exercised by the executive power in Cuba, and we were obliged to make our complaints at Madrid.","By the application of the simple yet effective provisions of the Constitution the executive department, with the voluntary aid of the States, had brought the work of restoration as near completion as was within the scope of its authority, and the nation was encouraged by the prospect of an early and satisfactory adjustment of all its difficulties.  Congress, however, intervened, and, refusing to perfect the work so nearly consummated, declined to admit members from the unrepresented States, adopted a series of measures which arrested the progress of restoration, frustrated all that had been so successfully accomplished, and, after three years of agitation and strife, has left the country further from the attainment of union and fraternal feeling than at the inception of the Congressional plan of reconstruction.  It needs no argument to show that legislation which has produced such baneful consequences should be abrogated, or else made to conform to the genuine principles of republican government.",,,82,80,
1031,"The necessity, however, of repressing such unlawful movements clearly indicates the duty which rests upon us of adapting our legislative action to the new circumstances of a decline of European monarchical power and influence and the increase of American republican ideas, interests, and sympathies.  It can not be long before it will become necessary for this Government to lend some effective aid to the solution of the political and social problems which are continually kept before the world by the two Republics of the island of St.  Domingo, and which are now disclosing themselves more distinctly than heretofore in the island of Cuba.","Educational interest may well be served by the grant of the proceeds of the sale of public lands to settlers.  I do not wish to be understood as recommending in the least degree a curtailment of what is being done by the General Government for the encouragement of education.  The report of the Secretary of the Interior submitted with this will give you all the information collected and prepared for publication in regard to the census taken during the year 1870; the operations of the Bureau of Education for the year; the Patent Office; the Pension Office; the Land Office, and the Indian Bureau.",,,80,83,
1032,"For a distinct designation of the person who shall discharge the duties of President in the event of a vacancy in that office by the death, resignation, or removal of both the President and Vice-President.  Third.  For the election of Senators of the United States directly by the people of the several States, instead of by the legislatures; and","I also recommend that all promotions in the Navy above the rank of captain be by selection instead of by seniority.  This course will secure in the higher grades greater efficiency and hold out an incentive to young officers to improve themselves in the knowledge of their profession.  The present cost of maintaining the Navy, its cost compared with that of the preceding year, and the estimates for the ensuing year are contained in the accompanying report of the Secretary of the Navy.",,,80,83,
1033,"Our circulation now embraces, first, notes of the national banks, which are made receivable for all dues to the Government, excluding imposts, and by all its creditors, excepting in payment of interest upon its bonds and the securities themselves; second, legal tender, issued by the United States, and which the law requires shall be received as well in payment of all debts between citizens as of all Government dues, excepting imposts; and, third, gold and silver coin.  By the operation of our present system of finance however, the metallic currency, when collected, is reserved only for one class of Government creditors, who, holding its bonds, semiannually receive their interest in coin from the National Treasury.  There is no reason which will be accepted as satisfactory by the people why those who defend us on the land and protect us on the sea; the pensioner upon the gratitude of the nation, bearing the scars and wounds received while in its service; the public servants in the various departments of the Government; the farmer who supplies the soldiers of the Army and the sailors of the Navy; the artisan who toils in the nation's workshops, or the mechanics and laborers who build its edifices and construct its forts and vessels of war, should, in payment of their just and hard-earned dues, receive depreciated paper, while another class of their countrymen, no more deserving are paid in coin of gold and silver.","Thousands of inoffensive and well disposed citizens were the sufferers by this lawless violence,  Thereupon, on the 12th of October, 1871, a proclamation was issued, in terms of the law, calling upon the members of those combinations to disperse within five days and to deliver to the marshal or military officers of the United States all arms, ammunition, uniforms, disguises, and other means and implements used by them for carrying out their unlawful purposes.  This warning not having been heeded, on the 17th of October another proclamation was issued, suspending the privileges of the writ of habeas corpus in nine counties in that State.",,,80,83,
1034,"The subject is commended to your consideration with all the more earnestness because I am satisfied that the time has arrived when even so direct a proceeding as a proposition for an annexation of the two Republics of the island of St.  Domingo would not only receive the consent of the people interested, but would also give satisfaction to all other foreign nations.  I am aware that upon the question of further extending our possessions it is apprehended by some that our political system can not successfully be applied to an area more extended than our continent; but the conviction is rapidly gaining ground in the American mind that with the increased facilities for intercommunication between all portions of the earth the principles of free government, as embraced in our Constitution, if faithfully maintained and carried out, would prove of sufficient strength and breadth to comprehend within their sphere and influence the civilized nations of the world.","I have caused my thanks to be suitably expressed for the readiness with which the joint request has been complied with, by the appointment of gentlemen of eminence and learning to these important positions.  His Majesty the Emperor of Germany has been pleased to comply with the joint request of the two Governments, and has consented to act as the arbitrator of the disputed water boundary between the United States and Great Britain.  The contracting parties in the treaty have undertaken to regard as between themselves certain principles of public law, for which the United States have contended from the commencement of their history.",,,80,83,
1035,"There are 42 vessels, carrying 411 guns, in the six squadrons which are established in different parts of the world.  Three of these vessels are returning to the United States and 4 are used as storeships, leaving the actual cruising force 35 vessels, carrying 356 guns.  The total number of vessels in the Navy is 206, mounting 1,743 guns.","Educational interest may well be served by the grant of the proceeds of the sale of public lands to settlers.  I do not wish to be understood as recommending in the least degree a curtailment of what is being done by the General Government for the encouragement of education.  The report of the Secretary of the Interior submitted with this will give you all the information collected and prepared for publication in regard to the census taken during the year 1870; the operations of the Bureau of Education for the year; the Patent Office; the Pension Office; the Land Office, and the Indian Bureau.",,,80,83,
1036,"Our manufactures are increasing with wonderful rapidity under the encouragement which they now receive.  With the improvements in machinery already effected, and still increasing, causing machinery to take the place of skilled labor to a large extent, our imports of many articles must fall off largely within a very few years.  Fortunately, too, manufactures are not confined to a few localities, as formerly, and it is to be hoped will become more and more diffused, making the interest in them equal in all sections.","There is no duty which so much embarrasses the Executive and heads of Departments as that of appointments, nor is there any such arduous and thankless labor imposed on Senators and Representatives as that of finding places for constituents.  The present system does not secure the best men, and often not even fit men, for public place.  The elevation and purification of the civil service of the Government will be hailed with approval by the whole people of the United States.",,,81,82,
1037,"Paul and St.  George, Alaska Territory, and suggest that it either be complied with or that legislation be had for the protection of the seal fisheries from which a revenue should be derived.  The report of the Secretary of War contains a synopsis of the reports of the heads of bureaus, of the commanders of military divisions, and of the districts of Virginia, Mississippi, and Texas, and the report of the General of the Army in full.","Unfortunately, the news of the war between the German States and France reached China soon after the massacre.  It would appear that the popular mind became possessed with the idea that this contest, extending to Chinese waters, would neutralize the Christian influence and power, and that the time was coming when the superstitious masses might expel all foreigners and restore mandarin influence.  Anticipating trouble from this cause, I invited France and North Germany to make an authorized suspension of hostilities in the East (where they were temporarily suspended by act of the commanders), and to act together for the future protection in China of the lives and properties of Americans and Europeans.",,,81,82,
1038,"To lock up the surplus in the Treasury and withhold it from circulation would lead to such a contraction of the currency as to cripple trade and seriously affect the prosperity of the country.  Under these circumstances the Secretary of the Treasury and myself heartily concurred in the propriety of using all the surplus currency in the Treasury in the purchase of Government bonds, thus reducing the interest-bearing indebtedness of the country, and of submitting to Congress the question of the disposition to be made of the bonds so purchased.  The bonds now held by the Treasury amount to about seventy-five millions, including those belonging to the sinking fund.","It is not understood that the condition of the insurrection in Cuba has materially changed since the close of the last session of Congress.  In an early stage of the contest the authorities of Spain inaugurated a system of arbitrary arrests, of close confinement, and of military trial and execution of persons suspected of complicity with the insurgents, and of summary embargo of their properties, and sequestration of their revenues by executive warrant.  Such proceedings, so far as they affected the persons or property of citizens of the United States, were in violation of the provisions of the treaty of 1795 between the United States and Spain.",,,81,82,
1039,"Public opinion has given an emphatic sanction to these measures of Congress, and it will be conceded that no part of our public burden is more cheerfully borne than that which is imposed by this branch of the service.  It necessitates for the next fiscal year, in addition to the amount justly chargeable to the naval pension fund, an appropriation of $30,000,000.  During the year ending the 30th of September, 1869, the Patent Office issued 13,762 patents, and its receipts were $686,389, being $213,926 more than the expenditures.","Its destruction would involve the loss of the rolls containing the original acts and resolutions of Congress, of the historic records of the Revolution and of the Confederation, of the whole series of diplomatic and consular archives since the adoption of the Constitution, and of the many other valuable records and papers left with that Department when it was the principal depository of the governmental archives.  I recommend an appropriation for the construction of a building for the Department of State.  I recommend to your consideration the propriety of transferring to the Department of the Interior, to which they seem more appropriately to belong, all powers and duties in relation to the Territories with which the Department of State is now charged by law or usage; and from the Interior Department to the War Department the Pension Bureau, so far as it regulates the payment of soldiers' pensions.",,,81,82,
1040,"Through the agency of a more enlightened policy than that heretofore pursued toward China, largely due to the sagacity and efforts of one of our own distinguished citizens, the world is about to commence largely increased relations with that populous and hitherto exclusive nation.  As the United States have been the initiators in this new policy, so they should be the most earnest in showing their good faith in making it a success.  In this connection I advise such legislation as will forever preclude the enslavement of the Chinese upon our soil under the name of coolies, and also prevent American vessels from engaging in the transportation of coolies to any country tolerating the system.","To the citizens of those States it secures a greater return for their labor; to the inhabitants of the seaboard it affords cheaper food; to the nation, an increase in the annual surplus of wealth.  It is hoped that the Government of Great Britain will see the justice of abandoning the narrow and inconsistent claim to which her Canadian Provinces have urged her adherence.  Our depressed commerce is a subject to which I called your special attention at the last session, and suggested that we will in the future have to look more to the countries south of us, and to China and Japan, for its revival.",,,81,82,
1041,I recommend to your favorable consideration also the policy of granting a Territorial government to the Indians in the Indian Territory west of Arkansas and Missouri and south of Kansas.  In doing so every right guaranteed to the Indian by treaty should be secured.  Such a course might in time be the means of collecting most of the Indians now between the Missouri and the Pacific and south of the British possessions into one Territory or one State.,"A national debt had been contracted; American commerce was almost driven from the seas; the industry of one-half of the country had been taken from the control of the capitalist and placed where all labor rightfully belongs�""in the keeping of the laborer.  The work of restoring State governments loyal to the Union, of protecting and fostering free labor, and providing means for paying the interest on the public debt has received ample attention from Congress.  Although your efforts have not met with the success in all particulars that might have been desired, yet on the whole they have been more successful than could have been reasonably anticipated.",,,83,81,
1042,"I also recommend that all promotions in the Navy above the rank of captain be by selection instead of by seniority.  This course will secure in the higher grades greater efficiency and hold out an incentive to young officers to improve themselves in the knowledge of their profession.  The present cost of maintaining the Navy, its cost compared with that of the preceding year, and the estimates for the ensuing year are contained in the accompanying report of the Secretary of the Navy.","Seven States which passed ordinances of secession have been fully restored to their places in the Union.  The eighth (Georgia) held an election at which she ratified her constitution, republican in form, elected a governor, Members of Congress, a State legislature, and all other officers required.  The governor was duly installed, and the legislature met and performed all the acts then required of them by the reconstruction acts of Congress.",,,83,81,
1043,"I desire to direct your attention to the fact that citizens of the United States, or persons claiming to be citizens of the United States, are large holders in foreign lands of this species of property, forbidden by the fundamental law of their alleged country.  I recommend to Congress to provide by stringent legislation a suitable remedy against the holding, owning or dealing in slaves, or being interested in slave property, in foreign lands, either as owners, hirers, or mortgagors, by citizens of the United States.  It is to be regretted that the disturbed condition of the island of Cuba continues to be a source of annoyance and of anxiety.","This drew from the representatives of the company an agreement to accept as the basis of their operations the provisions of that bill, or of such other enactment on the subject as might be passed during the approaching session of Congress; also, to use their influence to secure from the French Government a modification of their concession, so as to permit the landing upon French soil of any cable belonging to any company incorporated by the authority of the United States or of any State in the Union, and, on their part, not to oppose the establishment of any such cable.  In consideration of this agreement I directed the withdrawal of all opposition by the United States authorities to the landing of the cable and to the working of it until the meeting of Congress.  I regret to say that there has been no modification made in the company's concession, nor, so far as I can learn, have they attempted to secure one.",,,83,81,
1044,"In conformity with the established policy of the United States, I have recognized this change.  The ratifications of the new treaty of commerce between the United States and Italy have been exchanged.  The two powers have agreed in this treaty that private property at sea shall be exempt from capture in case of war between the two powers.","It falls but little, if any, short of a Cabinet position in its importance and responsibilities.  I would ask for it, therefore, such legislation as in your judgment will place the office upon a footing of dignity commensurate with its importance and with the character and qualifications of the class of men required to fill it properly.  As the United States is the freest of all nations, so, too, its people sympathize with all people struggling for liberty and self-government; but while so sympathizing it is due to our honor that we should abstain from enforcing our views upon unwilling nations and from taking an interested part, without invitation, in the quarrels between different nations or between governments and their subjects.",,,83,81,
1045,"I do not see the advantage or propriety of excluding men from office merely because they were before the rebellion of standing and character sufficient to be elected to positions requiring them to take oaths to support the Constitution, and admitting to eligibility those entertaining precisely the same views, but of less standing in their communities.  It may be said that the former violated an oath, while the latter did not; the latter did not have it in their power to do so.  If they had taken this oath, it can not be doubted they would have broken it as did the former class.","The building of railroads, and the access thereby given to all the agricultural and mineral regions of the country, is rapidly bringing civilized settlements into contact with all the tribes of Indians.  No matter what ought to be the relations between such settlements and the aborigines, the fact is they do not harmonize well, and one or the other has to give way in the end.  A system which looks to the extinction of a race is too horrible for a nation to adopt without entailing upon itself the wrath of all Christendom and engendering in the citizen a disregard for human life and the rights of others, dangerous to society.",,,83,81,
1046,"It was concluded that to be effectual all the maritime powers engaged in the trade should join in such a measure.  Invitations have been extended to the cabinets of London, Paris, Florence, Berlin, Brussels, The Hague, Copenhagen, and Stockholm to empower their representatives at Washington to simultaneously enter into negotiations and to conclude with the United States conventions identical in form, making uniform regulations as to the construction of the parts of vessels to be devoted to the use of emigrant passengers, as to the quality and quantity of food, as to the medical treatment of the sick, and as to the rules to be observed during the voyage, in order to secure ventilation, to promote health, to prevent intrusion, and to protect the females; and providing for the establishment of tribunals in the several countries for enforcing such regulations by summary process.  Your attention is respectfully called to the law regulating the tariff on Russian hemp, and to the question whether to fix the charges on Russian hemp higher than they are fixed upon manila is not a violation of our treaty with Russia placing her products upon the same footing with those of the most favored nations.","In my last annual message I referred to this subject, and I again recommend such legislation as may be proper to denounce, and, if not prevent, at least to discourage American citizens from holding or dealing in slaves.  It is gratifying to announce that the ratifications of the convention concluded under the auspices of this Government between Spain on the one part and the allied Republics of the Pacific on the other, providing for an armistice, have been exchanged.  A copy of the instrument is herewith submitted.",,,81,84,
1047,"I will not now suggest plans by which this object may be effected, but will, if necessary, make it the subject of a special message during the session of Congress.  At the March term Congress by joint resolution authorized the Executive to order elections in the States of Virginia, Mississippi, and Texas, to submit to them the constitutions which each had previously, in convention, framed, and submit the constitutions, either entire or in separate parts, to be voted upon, at the discretion of the Executive.  Under this authority elections were called.",A terrible wrong is the natural cause of a terrible evil.  The abolition of slavery and the introduction of other reforms in the administration of government in Cuba could not fail to advance the restoration of peace and order.  It is greatly to be hoped that the present liberal Government of Spain will voluntarily adopt this view.,,,81,84,
1048,"A national debt had been contracted; American commerce was almost driven from the seas; the industry of one-half of the country had been taken from the control of the capitalist and placed where all labor rightfully belongs�""in the keeping of the laborer.  The work of restoring State governments loyal to the Union, of protecting and fostering free labor, and providing means for paying the interest on the public debt has received ample attention from Congress.  Although your efforts have not met with the success in all particulars that might have been desired, yet on the whole they have been more successful than could have been reasonably anticipated.","It is gratifying to note how, like their fellow-citizens of the city of Chicago under similar circumstances a year earlier, the citizens of Boston are rallying under their misfortunes, and the prospect that their energy and perseverance will overcome all obstacles and show the same prosperity soon that they would had no disaster befallen them.  Otherwise we have been free from pestilence, war, and calamities, which often overtake nations; and, as far as human judgment can penetrate the future, no cause seems to exist to threaten our present peace.  When Congress adjourned in June last, a question had been raised by Great Britain, and was then pending, which for a time seriously imperiled the settlement by friendly arbitration of the grave differences between this Government and that of Her Britannic Majesty, which by the treaty of Washington had been referred to the tribunal of arbitration which had met at Geneva, in Switzerland.",,,81,84,
1049,"On the 26th of March last the United States schooner Lizzie Major was arrested on the high seas by a Spanish frigate, and two passengers taken from it and carried as prisoners to Cuba.  Representations of these facts were made to the Spanish Government as soon as official information of them reached Washington.  The two passengers were set at liberty, and the Spanish Government assured the United States that the captain of the frigate in making the capture had acted without law, that he had been reprimanded for the irregularity of his conduct, and that the Spanish authorities in Cuba would not sanction any act that could violate the rights or treat with disrespect the sovereignty of this nation.","In my last annual message I recommended the legislation necessary on the part of the United States to bring into operation the articles of the treaty of Washington of May 8, 1871, relating to the fisheries and to other matters touching the relations of the United States toward the British North American possessions, to become operative so soon as the proper legislation should be had on the part of Great Britain and its possessions.  That legislation on the part of Great Britain and its possessions had not then been had, and during the session of Congress a question was raised which for the time raised a doubt whether any action by Congress in the direction indicated would become important.  This question has since been disposed of, and I have received notice that the Imperial Parliament and the legislatures of the provincial governments have passed laws to carry the provisions of the treaty on the matters referred to into operation.",,,81,84,
1050,"The Society of Friends is well known as having succeeded in living in peace with the Indians in the early settlement of Pennsylvania, while their white neighbors of other sects in other sections were constantly embroiled.  They are also known for their opposition to all strife, violence, and war, and are generally noted for their strict integrity and fair dealings.  These considerations induced me to give the management of a few reservations of Indians to them and to throw the burden of the selection of agents upon the society itself.","The law of emancipation, which was passed more than two years since, has remained unexecuted in the absence of regulations for its enforcement.  It was but a feeble step toward emancipation, but it was the recognition of right, and was hailed as such, and exhibited Spain in harmony with sentiments of humanity and of justice and in sympathy with the other powers of the Christian and civilized world.  Within the past few weeks the regulations for carrying out the law of emancipation have been announced, giving evidence of the sincerity of intention of the present Government to carry into effect the law of 1870.",,,81,84,
1051,"The act of Congress reducing the Army renders army officers ineligible for civil positions.  Indian agencies being civil offices, I determined to give all the agencies to such religious denominations as had heretofore established missionaries among the Indians, and perhaps to some other denominations who would undertake the work on the same terms�""i.e., as a missionary work.  The societies selected are allowed to name their own agents, subject to the approval of the Executive, and are expected to watch over them and aid them as missionaries, to Christianize and civilize the Indian, and to train him in the arts of peace.","By the great fire in Chicago the most important of the Government buildings in that city were consumed.  Those burned had already become inadequate to the wants of the Government in that growing city, and, looking to the near future, were totally inadequate.  I recommend, therefore, that an appropriation be made immediately to purchase the remainder of the square on which the burned buildings stood, provided it can be purchased at a fair valuation, or provided that the legislature of Illinois will pass a law authorizing its condemnation for Government purposes; and also an appropriation of as much money as can properly be expended toward the erection of new buildings during this fiscal year.",,,82,83,
1052,"If it implies a collection of all the revenue for the support of the Government, for the payment of principal and interest of the public debt, pensions, etc., by directly taxing the people, then I am against revenue reform, and confidently believe the people are with me.  If it means failure to provide the necessary means to defray all the expenses of Government, and thereby repudiation of the public debt and pensions, then I am still more opposed to such kind of revenue reform.  Revenue reform has not been defined by any of its advocates to my knowledge, but seems to be accepted as something which is to supply every man's wants without any cost or effort on his part.","In readjusting the tariff I suggest that a careful estimate be made of the amount of surplus revenue collected under the present laws, after providing for the current expenses of the Government, the interest count, and a sinking fund, and that this surplus be reduced in such a manner as to afford the greatest relief to the greatest number.  There are many articles not produced at home, but which enter largely into general consumption through articles which are manufactured at home, such as medicines compounded, etc., etc., from which very little revenue is derived, but which enter into general use.  All such articles I recommend to be placed on the ""free list.""",,,82,83,
1053,"The subjects of education and agriculture are of great interest to the success of our republican institutions, happiness, and grandeur as a nation.  In the interest of one a bureau has been established in the Interior Department�""the Bureau of Education; and in the interest of the other, a separate Department, that of Agriculture.  I believe great general good is to flow from the operations of both these Bureaus if properly fostered.","But in view of the accomplishment of these desirable ends: of the rapid development of the resources of the country; its increasing ability to meet large demands, and the amount already paid, it is not desirable that the present resources of the country should continue to be taxed in order to continue this rapid payment.  I therefore recommend a modification of both the tariff and internal-tax law.  I recommend that all taxes from internal sources be abolished, except those collected from spirituous, vinous, and malt liquors, tobacco in its various forms, and from stamps.",,,82,83,
1054,"In our midst comparative harmony has been restored.  It is to be regretted, however, that a free exercise of the elective franchise has by violence and intimidation been denied to citizens in exceptional cases in several of the States lately in rebellion, and the verdict of the people has thereby been reversed.  The States of Virginia, Mississippi, and Texas have been restored to representation in our national councils.","There has been imposed upon the executive branch of the Government the execution of the act of Congress approved April 20, 1871, and commonly known as the Kuklux law, in a portion of the State of South Carolina.  The necessity of the course pursued will be demonstrated by the report of the Committee to Investigate Southern Outrages.  Under the provisions of the above act I issued a proclamation calling the attention of the people of the United States to the same, and declaring my reluctance to exercise any of the extraordinary powers thereby conferred upon me, except in case of imperative necessity, but making known my purpose to exercise such powers whenever it should become necessary to do so for the purpose of securing to all citizens of the United States the peaceful enjoyment of the rights guaranteed to them by the Constitution and the laws.",,,82,83,
1055,"If the claim made by Mr. Clay was just when the population of States bordering on the shores of the Lakes was only 3,400,000, it now derives greater force and equity from the increased population, wealth, production, and tonnage of the States on the Canadian frontier.  Since Mr. Clay advanced his argument in behalf of our right the principle for which he contended has been frequently, and by various nations, recognized by law or by treaty, and has been extended to several other great rivers.  By the treaty concluded at Mayence in 1831 the Rhine was declared free from the point where it is first navigable into the sea.","It is just to add that the delicate duty of this protection has been performed by the minister and the consul-general at Paris, and the various consuls in France under the supervision of the latter, with great kindness as well as with prudence and tact.  Their course has received the commendation of the German Government, and has wounded no susceptibility of the French.  The Government of the Emperor of Germany continues to manifest a friendly feeling toward the United States, and a desire to harmonize with the moderate and just policy which this Government maintains in its relations with Asiatic powers, as well as with the South American Republics.",,,82,83,
1056,"To the Senate and House of Representatives:  In transmitting to you this my fourth annual message it is with thankfulness to the Giver of All Good that as a nation we have been blessed for the past year with peace at home, peace abroad, and a general prosperity vouchsafed to but few peoples.  With the exception of the recent devastating fire which swept from the earth with a breath, as it were, millions of accumulated wealth in the city of Boston, there has been no overshadowing calamity within the year to record.","My suggestion is that by joint resolution of the two Houses of Congress the Executive be authorized to appoint a commission to negotiate a treaty with the authorities of San Domingo for the acquisition of that island, and that an appropriation be made to defray the expenses of such a commission.  The question may then be determined, either by the action of the Senate upon the treaty or the joint action of the two Houses of Congress upon a resolution of annexation, as in the case of the acquisition of Texas.  So convinced am I of the advantages to flow from the acquisition of San Domingo, and of the great disadvantages�""I might almost say calamities�""to flow from nonacquisition, that I believe the subject has only to be investigated to be approved.",,,84,82,
1057,"I cordially unite with Her Majesty in this appreciation.  It is due to the agent of the United States before the tribunal to record my high appreciation of the marked ability, unwearied patience, and the prudence and discretion with which he has conducted the very responsible and delicate duties committed to him, as it is also due to the learned and eminent counsel who attended the tribunal on the part of this Government to express my sense of the talents and wisdom which they brought to bear in the attainment of the result so happily reached.  It will be the province of Congress to provide for the distribution among those who may be entitled to it of their respective shares of the money to be paid.","Lawrence, where it disembogues itself into the sea, she denies to the United States the right of navigation, though about one-half of the waters of Lakes Ontario.  Erie, Huron, and Superior, and the whole of Lake Michigan, through which the river flows, are the property of the United States.  The whole nation is interested in securing cheap transportation from the agricultural States of the West to the Atlantic Seaboard.",,,84,82,
1058,"From customs fines, etc - 1,136,442.34  From fees�""consular, patent, lands, etc - 2,284,095.92  From miscellaneous - 412,254.71 -","The expenses since the commencement of this fiscal year�""i.e., since July 1�""show for the five months a decrease of over $2,400,000 from those of the corresponding months last year.  The estimates for the current year were $28,205,671.37.  Those for next year are $20,683,317, with $955,100 additional for necessary permanent improvements.",,,84,82,
